"Product.Key","Product.VLongDescription"
39,"Superior Cover Green Dots HeavyUse Grn 6mm Fiber 54X15""(137.16x38cm) 100% cotton grn pattern 6mm fiber heavy use elastic nose sure fit 1pc 4"" h x 10"" w x 4"" d. .6 oz each  Master 6 pc 8"" h x 10.5"" w x 13"" d. 4.5 lbs. Ironing Board Cover Ironing Board Covers superior 6mm fiber pad Green  D"
40,"Premium IBC- Natural Color Freq Use Nat 4mm Fiber 54X15""(137.16x38cm) 100% cotton Frequent Use. Natural color 4mm Fiber elastic nose sure fit 1pc/ 4"" x 4"" x 10"" w. 8oz each Ironing Board Cover Ironing Board Covers premium 4mm fiber pad Beige/Khaki  D"
41,"Premium IBC- Green Dot Pattern Frew.Use Grn 4mm fiber 54X15""(137.16x38cm) 100% cotton grn pattern 4mm fiber freq.use elastic nose sure fit 1pc 4"" h x 10"" w x 4"" d. .6 oz each.  Master 6 pc. 8"" h x 10.5"" w x 13"" d. 4.5 lbs Ironing Board Cover Ironing Board Covers  Green  D"
42,"Superior Reverse IBCstripe/nat Rvrse Stripe/Nat 6mm Fiber 54X15""(137.16x38cm) 100% cotton stripe/nat revrse h&ec straps heavy use elastic nose sure fit  Packaging: zippered cover  fabric weight 256g  6 pieces per master carton Ironing Board Cover Ironing Board Covers superior 6mm fiber pad Open Blue  D"
43,"8 Shelf Hang Organizer- blue Navy Polyester 12x12x54"" White Polyester;   6 piece Carton Size: ((33x33x20.5 cm)  PKG Gross Weight: 7.9 lbs soft storage Soft-Sided Storage  Blue  B"
44,"10 Shelf Shoe Org Natural 10 Shelf Hanging Organizer 10 Shelf Hanging Organizer Natural    Product Dimensions: 12 in L x 6 in W x 54 in H /30.5 cm L x 15.2 cm W x 137.2 cm H 1.21lbs/0.55kgs  Color: Natural  Materials of Construction:  TC canvas (185g/M2) 2.3 Plastic on the top plastic board in shelves (2.5CM width for shelves full cardboard on bottom) one loop velcro closure polyester shelves     PACKAGING  Artwork Brand - HCD  1 pcs/retail unit (each): 7.09 in L x 1.57 in W x 13.39 in H (18 cm L x 4 cm W x 34 cm H) 1.23lbs/0.56kgs  UPC 811434012541  Retail Packaging: belly band with reinforced peghole    6 pcs/20-level Box (master): 13.78""L x 7.48""W x 10.63""H (35cmL x 19cmW x 27cmH)  GTIN 20811434012545 GTIN label required  Net Weight: 7.41 lbs / 3.4 kgs  Gross Weight: 9.61 lbs / 4.4 kgs   Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 hanging organizer Soft-Sided Storage  Beige/Khaki  B"
45,"2-Pk Storage Drawers Natural 2pk Storage Drawers 2-Pk Storage Drawers Natural    Product Dimensions: 11.5 in L x 11.5 in W x 5.5 in H /29.2 cm L x 29.2 cm W x 14 cm H 1.85 lbs / .84kgs  Color: Natural  Materials of Construction: TC canvas 2MM cardboard bottom cover in polyester fabric    PACKAGING  Artwork Brand - HCD  2 pcs/retail unit (each): 11.50 in L x 1.10 in W x 11.50 in H (29.2 cm L x 2.8 cm W x 29.2 cm H) 1.85 lbs / .84kgs UPC 811434012558  Retail Packaging: belly band with reinforced peg hole     10 retail units (20 pcs)/20-level Box (master): 12.20 in L x 10.24 in W x 12.8in H (31 cm L x 26 cm W x 32.5 cm H) GTIN 20811434012552 GTIN label required  Net Weight: 18.51 lbs / 8.4 kgs  Gross Weight: 20.72 lbs / 9.4 kgs   Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 soft storage Soft-Sided Storage  Beige/Khaki  C"
46,"24 Pocket OTD Shoe Org Natural 24-Pocket OTD Shoe Organizer 24 Pocket Over The Door Shoe Organizer Natural    Product Dimensions: 20.75 in L x 1.5 in W x 56 in H /53.3 cm L x 7.6 cm W x 144.8 cm H 0.95lbs/0.43kgs  Color: Natural  Materials of Construction: TC canvas (185g/M2) Vinyl 24 Clear PVC pockets (0.15MM) 3 silver metal hooks 6 MM corrugated board on the top    PACKAGING  Artwork Brand - HCD  1 pcs/retail unit (each): 11.42 in L x 8.66in W x 1.57 in H (29 cm L x 22 cm W x 4cm H) .95lbs/0.43 kgs  UPC 811434012565  Retail Packaging:belly band with reinforced peg hole    10pcs/20-level bag(inner): 11.81 in L x 9.05 in W x 15.74 in H (30cm L x 23cm W x 40cm H) GTIN 20811434012569 GTIN label required  Net Weight: 8.68 lbs/3.94 kgs  Gross Weight: 8.9 lbs/4.04 kgs    20 pcs/20-level Box (master): 19.68 in L x 12.6 in W x 16.5 in H (50 cm L x 32 cm W x 42 cm H) GTIN 30811434012566 GTIN label required   Net Weight: 18.96lbs/ 8.6kgs   Gross Weight: 22.04lbs/ 10kgs  ** does not need team-lift label **    Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash untrimmed threads poor sewing burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 shoe organizer Soft-Sided Storage  Beige/Khaki  A"
47,"T/C Suit Bag- Canvas vinyl w/nat TC zip 42x24x3""(106.7x60.9x7.6cm) natural TC material w/nat trim nat zip clear vinyl   Packaging:    Each - 1pc j-card clear plastic bag - must be peggable  Master - 30/carton master: (47x30x32cm)  Artwork Version: 150528 soft storage Soft-Sided Storage  Beige/Khaki  C"
48,"T/C Gown Bag- Canvas vinyl w/nat TC zip 60x24x3""(152.4x 60.9x7.6cm) nat TC material w/nat trim nat zip Clear vinyl 1pc j-card plstc bag: 60Lx24Wx3""; 10/inner 30 eaches (3 inners)/carton master: 20.25""L x 13.125""W x 12.375""H 28.6lbs. soft storage Soft-Sided Storage  Beige/Khaki  C"
49,"T/C Sweater Bag- canvas 2pk vinyl w/nat TC trim 3x15.5x13.5""(7.62x39.37x34.3cm) 2pk nat TC material w/nat trim nat zip Clear vinyl j-card plstc bag: 15.5x13x3""  12 pieces per inner bag (14""L x 9""W x 4.25""H)  48 pieces per master carton (4 inners) master: 15.125""L x 9.375""W x 12.625""H soft storage Soft-Sided Storage  Beige/Khaki  C"
50,"8-shelf hang organizer-white poly 2 straps w/h&ec- white white polyester hook and loop attachment  12x12x54"" White Polyester;   6 piece Carton Size: (34x34x19.7cm)  PKG: Gross Weight: 9.3 lbs    soft storage Soft-Sided Storage  White  A"
51,"10 Shelf Shoe Organizer- white poly 2 straps w/h&ec- white 54x6x12""(137.16x15.24x30.48 cm) wht poly. w/wht trim 10 shelves 1pc j-card plastic bag: 6x12x54"" 6/carton master: (37x33x19cm) soft storage Soft-Sided Storage  White Test Shelf Hanging A"
52,"Drawer for Organizer- white 2pk wht poly w/handles  soft storage Soft-Sided Storage  White  B"
53,"24 Pocket OTD Shoe Org- White 24 pockets wht poly w/hooks  soft storage Soft-Sided Storage  White  A"
54,"Polyester Suit Bag- white PVC w/wht poly zip 42x24x3""(106.7x60.9x7.6cm) wht poly. w/wht trim Clear PVC wht zip 1pc j-card plastic bag: 42Lx24Wx3"";   10 pieces per bagged innner pack  30 pieces per master carton soft storage Soft-Sided Storage  White  C"
55,"Polyester Gown Bag- white PVC w/wht poly zip 60x24x3""(152.4x 60.9x7.6cm) wht poly. w/wht trim  Clear PVC  wht zip 1pc j-card plstc bag: 60Lx24Wx3"" soft storage Soft-Sided Storage  White  C"
56,"Polyester Sweater Bag- white 2pkPVC w/wht poly trim 3x15.5x13.5""(7.62x39.37x34.3cm) 2pk wht poly. w/wht trim wht zip Clear PVC j-card plstc bag: 15.5x13x3""    12 pieces per inner bag (14""L x 9""W x 4.25""H)  48 pieces per master carton (4 inners) master: 15.125""L x 9.375""W x 12.625""H soft storage Soft-Sided Storage  White  C"
58,"Knockdown Heavy Duty Dry Rack KD HD Drying Rack Size: 29.4"" x 14.4"" x 41.9""  (74.7x36.5x106.5cm) Tube: 20x14x0.5mm/9.7x0.5mm 1pc color box size: 25.5"" x 3.3"" x 5.5"" (64.8x8.3x14cm) 4 boxes per master carton size:  30""l x 7.5""w x 12.5"" h Drying Rack Drying Racks Drying racks indoor   "
60,"Wooden Drying Rack 25'wood wht coat bar    drying rack Drying Racks Drying racks indoor Natural  A"
61,"Knockdown Wood Dryer Rack Mixed Wood Knockdown Knockdown wood drying rack - 118.5x75x40.5cm diameter is 1.07cm  Rod Diameter: .4"" (0.95cm)  1 piece per Color box  6 Pieces per master carton  Product Size Assembled : 47.1"" h x 30.25"" w x 15"" d. 3.1 lbs each   drying rack Drying Racks Drying racks indoor Natural  D"
62,"Wood Folding Hamper wood x-frame w/1TC bag button 18""x18"" x 27"" (46x46x69cm); pine wood square rod KDremovable TC bag; Natural Color hamper Hamper  Light Beige  C"
63,"Large Mesh Pop-Up Hamper-Black blk mesh pop-open w/handles 23.6x18.5""(47x60cm); black mesh spiral wire .40mm  2 material handles;   Packaging: 1pc/poly bag .02mm: 20x20x2"" (50.8x5.1x50.8cm) – 2.1 lbs (.95 kg)  10 pcs/Inner Carton - 20L x 20W x 6H inches (50.8L x 50.8W x 15.2H cm) – 23.5 lbs (10.66 kg)  20 pcs (2 inners)/Master Carton - 20L x 20W x 12H (50.8L x 50.8W x 30.5H cm) – 47.4 lbs (21.5 kg    Requirements: rubber tips on ends of wire double stitched top and bottom channels sewn in warning label and heat sealed PVC bag   hamper Hamper  Black  A"
64,"LG Mesh Pop-Open Hamper-red red mesh pop-open w/handles 23.6x18.5""(47x60cm); red mesh spiral wire .40mm  2 material handles;   Packaging: 1pc/shrink .02mm: 20x20x2"" (50.8x5.1x50.8cm)  10 pcs/Inner Carton - 20L x 20W x 6H inches (50.8L x 50.8W x 15.2H cm)  20 pcs (2 inners)/Master Carton - 20L x 20W x 12H (50.8L x 50.8W x 30.5H cm)    Requirements: rubber tips on ends of wire double stitched top and bottom channels sewn in warning label and heat sealed PVC bag       hamper Hamper  Red  C"
65,"Lg Mesh Pop-Open Hamper-white wht mesh pop-open w/handles white mesh: spiral wire .40mm  2 material handles; 1pc/shrink .02mm: 20x20x2"" (50.8x5.1x50.8cm)  47x60cm; white mesh; packaging: card with shrink wrap 2.3 LBS    Each - 2x20x20 inches (.463 cubic feet) weight = 2.3 lbs  20lv - 20.5x20x5.5 inches (1.305 cubic feet) = 23.5 lbs  30lv - 21x20x11 inches (2.674 cubic feet) = 47.1 lbs    Master Level 20 - 10 eaches  Master Level 30 - 20 eaches    Requirements: rubber tips on ends of wire double stitched top and bottom channels sewn in warning label and heat sealed PVC bag     hamper Hamper  White  B"
66,"Med Mesh Pop-Open Hamper-Blk blk mesh pop-open w/handles Product Size: 14 in L x 14 in W x 19 in H (35.6 cm L x 35.6 cm W x 48.3 cm H) 1.75lbs/0.79kgs each. Black mesh spiral wire .4mm 2 material handles  Packaging: 1pc/Clear reinforced peggable PVC bag 0.02mm (41.9 cm L x 41.9 cm W x 5.1 cm H without header with header 48.2x5.1x48.2cm) with Color J-card. UPC 811434011292  10pcs/inner bag: 8.7 in L x 16.5 in W x 12.5 in H (22.1 cm L x 41.9 cm W x 31.8 cm H). GTIN label 20811434011296  20pcs (2 inner boxes)/master carton: 16.5 in L x 16.5 in W x 12.5 in H (41.9 cm L x 41.9 cm W x 31.8 cm H). New 5-Ply corrugated cardboard sealed with transparent gummed tape. Shipping marks on 2 sides. GTIN label 30811434011293  Artwork Version: 110824    Requirements: rubber tips on ends of wire double stitched top and bottom channels sewn in warning label and heat sealed PVC bag   hamper Hamper  Black  B"
67,"Medium Mesh Pop Open Hamper red mesh pop-open w/handles Product Size: 14 in L x 14 in W x 19 in H (35.6 cm L x 35.6 cm W x 48.3 cm H) 1.75lbs/0.79kgs each. Red mesh spiral wire .4mm 2 material handles  Packaging: 1pc/Clear reinforced peggable PVC bag 0.02mm (41.9 cm L x 41.9 cm W x 5.1 cm H without header with header 48.2x5.1x48.2cm) with Color J-card. UPC 811434012633  10pcs/inner bag: 16.5 in L x 16.5 in W x 6.2 in H (41.9 cm L x 41.9 cm W x 15.7 cm H). GTIN label 20811434012637  20pcs (2 inner boxes)/master carton: 16.5 in L x 16.5 in W x 12.5 in H (41.9 cm L x 41.9 cm W x 31.8 cm H). New 5-Ply corrugated cardboard sealed with transparent gummed tape. Shipping marks on 2 sides. GTIN label 30811434012634    Requirements: rubber tips on ends of wire double stitched top and bottom channels sewn in warning label and heat sealed PVC bag     hamper Hamper  Red  C"
68,"Med Mesh Pop-Up Hamper-white wht mesh pop-up w/handles Product Size: 14 in L x 14 in W x 19 in H (35.6 cm L x 35.6 cm W x 48.3 cm H) 1.75lbs/0.79kgs each. White mesh spiral wire .4mm 2 material handles  Packaging: Clear reinforced peggable PVC bag (41.9 cm L x 41.9 cm W x 5.1 cm H) with Color J-card. UPC 811434012626  10pcs/inner bag: 16.2 in L x 16.2 in W x 5 in H (41.1 cm L x 41.1 cm W x 12.7 cm H). GTIN label 20811434012620  20pcs (2 inner boxes)/master carton: 16.5 in L x 16.5 in W x 12.5 in H (41.9 cm L x 41.9 cm W x 31.8 cm H). New 5-Ply corrugated cardboard sealed with transparent gummed tape. Shipping marks on 2 sides. GTIN label 30811434012627  Artwork Version: 110824    Requirements: rubber tips on ends of wire double stitched top and bottom channels sewn in warning label and heat sealed PVC bag     hamper Hamper  White  B"
69,"Large Nylon Pop-Open Hamper wht nylon pop-open w/handles 23.6x18.5""(47x60cm); white nylon spiral wire .40mm  2 material handles zip cover; 1pc/PVC bag .02mm: 20x2x20"" (50.8x5.1x50.8cm)  20 level = 10 pcs/carton     Requirements: rubber tips on ends of wire double stitched top and bottom channels sewn in warning label and heat sealed PVC bag     hamper Hamper  White  B"
70,"Medium Nylon Pop-Open Hamper wht nylon pop-open w/handles 14x19""(35.6x48.2cm)wht nylon 00gm spiral wire .40mm  2 material handles zip cover; 1pc/PVC bag .02mm: 19x2x19"" (50.8x5.1x50.8cm)  Requirements: rubber tips on ends of wire double stitched top and bottom channels sewn in warning label and heat sealed PVC bag   hamper Hamper  White  C"
71,"Foldable Square Hamper stripe TC collapse w/handles  hamper Hamper  Open Miscellaneous  B"
72,"Foldable w/Lid Square Hamper ntl TC collapse w/lidhandles 14 x 14.5 x 24.5"" (35.6 x 36.8 x 62.2 cm) natural TC 0.6 oz weight backing w/lid collapse  Packaging:  1pc/clear PE bag .02mm + color card  Artwork Version:100726  Master Carton:  6/carton hamper Hamper  White  B"
73,"Lg T/C Pop-Open Hamper-blu/wh blu pattern TCpop-open w/lid 21x18.5""(47cmx56cm) blue pattern TC spiral wire .40mm  2 material handles zip cover; 1pc/PVC bag .02mm: 19x2x19"" (50.8x5.1x50.8cm)  10 pieces per master carton    Requirements: rubber tips on ends of wire double stitched top and bottom channels sewn in warning label and heat sealed PVC bag   hamper Hamper  Blue  C"
74,"Mesh Pop-Open Shower Tote wht mesh pop-open w/drain  hamper Hamper  White  B"
75,"Mesh Laundry Bag- White Wht Mesh 24X36"" w/drawstring  laundry bag Laundry Bag  White  A"
76,"Mesh Laundry Bag- Red Red Mesh 24X36"" w/drawstring Mesh Laundry Bag- Red  Dimensions: 25 in L x  36 in H (63.5 cm L x 91.4 cm H)  Fine Mesh 60g/m2 red with white drawstring white plastic clasp    Functional Testing Requirements:  Inspection Standard: ANSI/ASQ Z1.4 SINGLE SAMPLING PLAN  Workmanship/Appearance/Function Defectives: No holes dirty marks missing sewing untrimmed threads or other visual defects  Functional test: As per intended design  UPC scannable test: Readable as per client's requirement  Unit size check: Within tolerance +/- 5%  Unit weight check: Within tolerance +/- 5%  Drop test: Must pass ISTA-1A Carton Drop Test  Loading test: Withstand load of 4.8kgs for 1hr without failure  Color fastness test: To friction with water temperature 30-60 degrees C without color fading  Smell check: No strong or offensive odors  Pull Test: Pull on all metal parts attached to the bag and handle (lock ring etc.). Make sure all metal parts are correctly attached to the fabric of the bag. Pull on the handle with force to make sure all parts are well fixed and the seam of the handle is not too close to the handle's end  Strength of seaming check: Quality of the seaming no breakage when pull on it by hand  Stiches per inch/cm check: As per Client’s requirement / Reference sample    Packaging:  1pc/clear heat sealed PP bag 0.04mm 0.5x8x10""(1.3x20.3x25.4cm) with 4-color J-card  10pcs/inner bag: 5.196 in L x 9.65 in W x 9.84 in H (13.2 cm L x 24.5 cm W x 25 cm H) GTIN label 20811434011623  50pcs/master carton - 5-Ply corrugated cardboard transparent gummed tape no staples or banding 50 pcs/30-level Box: 9.84 in L x 9.45 in W x 20.47 in H (25 cm L x 24 cm W x 52 cm H) 11.46lbs/5.2kgs GTIN label 30811434011620 laundry bag Laundry Bag  Red  A"
